"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","WCAG 2.1 AA compliance verification","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s05 - Accessibility & Responsive Design Audit",""
"","","Dashboard checklist card with progress tracking","","","passed","","","e22 - Developer Experience","e22s01 - Onboarding checklist UI",""
"","","Add POST /api/messaging/telegram endpoint — accepts {chat_id, text, parse_mode} and routes through WebhookProvider","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","Integrate ACME client for automatic certificate provisioning","","","passed","","","e46 - Infra — Custom Domains & Auto SSL","e46s02 - Auto SSL via Let's Encrypt (ACME)",""
"","","GET /api/forge/issues lists with filters","","","passed","","","e08 - Forge — Issues, Labels, Kanban, Wiki","e08s01 - Issue tracker with labels, kanban board, wiki",""
"","","Implement HTTP/SSE transport — hosted at mcp.bigbase.click","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Register list_frameworks tool — frameworks BigBase supports with maturity level","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Add .github/PULL_REQUEST_TEMPLATE.md aligned with conventional commits","","","skipped","","","e55 - DX — Automated PR Code Review via PR-Agent + DeepSeek","e55s02 - Add .pr_agent.toml config tuned for BigBase conventions",""
"","","GET /api/collections/:name lists records","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","Write E2E login flow test — register user, login, verify JWT cookie","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Initialize newrelic.Application in main.go serve command with env var mapping","","","skipped","","","e54 - New Relic Integration — Application and Server Monitoring","e54s01 - New Relic Go Agent Initialization",""
"","","Backend: branch creation via Postgres CREATE DATABASE WITH TEMPLATE","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s02 - Database branching — CREATE DATABASE WITH TEMPLATE per project",""
"","","Add rollback button to deployment detail page","","","passed","","","e44 - Deploy — One-Click Rollback","e44s02 - Admin UI — rollback button and history",""
"","","Add DrainTimeout config and defer stopPreviousDeployments","","","passed","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","Deprecate old BuildLogs — remove export, clean up index","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s03 - Terminal-style live log viewer in admin UI",""
"","","UI: per-site Cache tab on SiteDetailPage","","","passed","","","e42 - Deploy — Build Cache","e42s02 - Admin UI — cache management",""
"","","Invite by email with roles and accept-invite flow","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s02 - Team membership and invitations",""
"","","TypeScript client: @bigbase/sql package with tagged template API","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s01 - @bigbase/sql — HTTP SQL transport with tagged template literals",""
"","","Wire E2E into preflight as optional lane (npm run test:e2e)","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Create contract test for /api/sites GET and POST response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Create benchmark for auth.hashPassword, auth.verifyJWT in tests/bench/bench_auth_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","POST /api/deploy creates deployment from repo","","","passed","","","e13 - Deploy — Build & Run Web Apps","e13s01 - Web app build and deployment from git repos",""
"","","First-user bootstrap — first user auto-admin, subsequent users default to user role","","","skipped","","","e65 - Multi-User Platform — Admin panel, role switching, friend invites","e65s03 - Role Switching — enter as admin or user, per-user workspaces",""
"","","git clone via SSH works","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","bigbase migrate up|down|status with migrations/ directory","","","passed","","","e20 - Platform Operations","e20s02 - Migration tooling CLI",""
"","","Add 'Security Headers' section to site settings","","","skipped","","","e61 - Proxy — Configurable CSP Headers","e61s02 - Admin UI — CSP policy builder",""
"","","Scope results to the caller's org: reject queries whose target tables carry an org_id column unless an org filter is enforced; simplest concrete form — wrap the user query as SELECT * FROM (<q>) WHERE org_id = ? when the result set exposes org_id, else allow only sqlite_master/PRAGMA introspection.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s03 - Restrict /api/sql to admin and scope to caller's org",""
"","","Client SDK: @bigbase/auth v2 with Better Auth compatibility","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s03 - Better Auth backend engine — adapter for BigBase auth endpoints",""
"","","Add CLI flags: --newrelic-license-key, --newrelic-app-name, --newrelic-enabled","","","skipped","","","e54 - New Relic Integration — Application and Server Monitoring","e54s01 - New Relic Go Agent Initialization",""
"","","Create projects table and migrate component at kernel level","","","skipped","","","e57 - Architecture — Project Scoping (DB + Auth + Sites container)","e57s01 - Projects table — backend CRUD + context resolution",""
"","","User workspace — scoped repos and deployments per user/org","","","skipped","","","e65 - Multi-User Platform — Admin panel, role switching, friend invites","e65s03 - Role Switching — enter as admin or user, per-user workspaces",""
"","","React 19 + Vite SPA served at /admin/","","","passed","","","e05 - Admin UI — Dashboard","e05s01 - SPA admin dashboard with collection browser",""
"","","Admin UI page — list all users with org, role, last login, deployment count","","","skipped","","","e65 - Multi-User Platform — Admin panel, role switching, friend invites","e65s01 - Admin User Management Dashboard",""
"","","Implement drainDeployment() — graceful SIGTERM + timeout + force-kill","","","passed","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","Add WebSocket endpoint GET /api/deployments/:id/logs/stream that streams build log lines in real-time as the build progresses","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s01 - Real-time log streaming — WebSocket endpoint for build logs",""
"","","GET /api/ping returns status and version","","","passed","","","e02 - Proxy + Landing Page","e02s01 - HTTP proxy with routing and landing page",""
"","","Add 'Domains' tab to SiteDetailPage","","","passed","","","e46 - Infra — Custom Domains & Auto SSL","e46s03 - Admin UI — custom domain management",""
"","","Backend: implement Better Auth protocol endpoints in components/auth/","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s03 - Better Auth backend engine — adapter for BigBase auth endpoints",""
"","","POST /api/auth/refresh with rotation and replay prevention","","","passed","","","e19 - Security Hardening","e19s04 - Refresh token rotation",""
"","","Add 'Usage' page to admin dashboard","","","skipped","","","e62 - Admin — Usage Dashboard","e62s02 - Usage dashboard UI",""
"","","Storybook setup for token preview + theme switcher","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s01 - Design Tokens & Theme System",""
"","","Project Dashboard page — connection string, stats, quick actions","","","skipped","","","e58 - Project Scoping — Admin UI","e58s01 - Admin UI — project-scoped routing, selector, sidebar, dashboard, settings",""
"","","Pin to pragent/pr-agent:0.36.0-github_action for stability","","","skipped","","","e55 - DX — Automated PR Code Review via PR-Agent + DeepSeek","e55s01 - Add PR-Agent GitHub Action workflow with DeepSeek",""
"","","UI: branch selector and management page","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s02 - Database branching — CREATE DATABASE WITH TEMPLATE per project",""
"","","Project context middleware — inject project_id into request context","","","skipped","","","e57 - Architecture — Project Scoping (DB + Auth + Sites container)","e57s01 - Projects table — backend CRUD + context resolution",""
"","","POST /api/storage/upload accepts multipart file","","","passed","","","e06 - Storage + Appwrite Look & Feel","e06s01 - File upload/download/delete with MIME detection",""
"","","Create .github/workflows/pr-review.yaml with DeepSeek API","","","skipped","","","e55 - DX — Automated PR Code Review via PR-Agent + DeepSeek","e55s01 - Add PR-Agent GitHub Action workflow with DeepSeek",""
"","","Add server instructions — teach the agent how to use the MCP effectively","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Inject env vars into build and runtime environments","","","passed","","","e41 - Deploy — Environment Variables UI","e41s01 - Backend CRUD for site-scoped environment variables",""
"","","Migrate exports — drop-in replacement for existing @bigbase/auth-astro users","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s05 - Astro SDK refactor — middleware, route handler, client pattern",""
"","","Add draining and stopped states to state machine","","","passed","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","Branch lifecycle — list, switch, delete","","","skipped","","","e59 - Native Feature Port — SQL-over-HTTP, Better Auth, MCP Migration Tools","e59s02 - Database branching — CREATE DATABASE WITH TEMPLATE per project",""
"","","Test: ConnectionDrain — drain timeout, smooth transition, force-kill fallback","","","passed","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","POST /api/git/repos creates bare repo","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","Register webhook and telegram providers in main.go — configurable via CLI flags","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","DatePicker component — single date, date range","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s06 - Extended Component Library — Table, Form Controls, Dialogs",""
"","","triggerDeploy builds a Spec and calls Supervisor.Run for both static and process apps","","","skipped","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s04 - Unify boot paths — triggerDeploy and resume both funnel through Supervisor.Run(spec)",""
"","","In handleGoogleCallback (~616): read query state and the oauth_state cookie; if cookie missing OR verifyState fails OR decoded state != query state, return 400 {\""error\"":\""invalid state\""} BEFORE calling verifier.Verify.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","Add build/ check in resumeCandidates for SvelteKit static resume","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","Derive cache key from repo + branch + lockfile hash (package-lock.json, yarn.lock, go.sum)","","","passed","","","e42 - Deploy — Build Cache","e42s01 - Cache key derivation and storage",""
"","","Fail closed: in auth.Middleware, if claims.OrgID == 0 return 403 {\""error\"":\""no organization\""} (after email-verify check). Existing tokens without org are forced to re-auth.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Register deploy_site tool — trigger a deployment from a repo+branch","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","Mobile drawer — responsive sidebar on small screens","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s03 - Layout Components — Header, Sidebar, Navigation",""
"","","Create nrDatastoreSegment helper wrapping query context in DatastoreSegment","","","skipped","","","e54 - New Relic Integration — Application and Server Monitoring","e54s03 - Instrument Database Segment Tracing",""
"","","Terminal/Log viewer component — real-time streaming logs","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s07 - Data Visualization & Editor Components — Charts, Code Editor, Terminal",""
"","","Emit deploy.state_changed events on kernel event bus","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","Add 'Schema Designer' page to admin dashboard","","","skipped","","","e63 - Admin — Collection Schema Designer","e63s02 - Visual schema editor in admin UI",""
"","","Add build_log TEXT column to deployments table; on deploy finish (success or fail), write the full log lines as newline-joined string; serve from DB when in-memory log is evicted","","","passed","","","e26 - Site Build Logs UI","e26s03 - Persist build logs to SQLite on completion",""
"","","Inject `fetch(url, options)` into jsRuntime — GET/POST/PUT/DELETE with allowlist and per-request timeout","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Regression guard — existing dist/ detection still works","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","POST /api/collections/:name creates records","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","Create contract test for /api/auth/register and /api/auth/login response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Add --db-driver and --db-dsn flags; db.New selects driver","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s03 - Config-based driver selection",""
"","","components/deploy/runner.go — Spec struct (DeployID, Host, Port, Dir, AppType, Env, StartCmd); Instance interface (Wait/Stop/Health); Runner interface (Spawn); Clock interface (Now/Sleep)","","","skipped","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s01 - Runner/Instance/Spec seam + FakeRunner; existing fleet tests stay green",""
"","","Event bus mutations broadcast to subscribers","","","passed","","","e11 - Realtime — WebSocket & Event Broadcast","e11s01 - WebSocket subscriptions with mutation event broadcasting",""
"","","Integration: callback with valid code but no/wrong state cookie returns 400 and sets NO token cookie (use existing googleVerifier stub pattern).
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","Inject `env` object into jsRuntime — read-only snapshot of Function.Env key-value pairs","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Pass request context (body, headers, query, method) into functions with trigger=http when invoked via POST /api/functions/:id/run","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Badge component — status, color, size","","","skipped","","","e56 - UI Refactor — Console Redesign & Component Library (Evolved v2)","e56s02 - Core Component Library — Button, Input, Card, Badge",""
"","","GET /api/monitoring/events SSE and","","","passed","","","e22 - Developer Experience","e22s03 - Event Bus visualizer",""
"","","GET /api/cici/runs lists pipeline history","","","passed","","","e09 - CI/CD — Pipelines & Workflows","e09s01 - Pipeline/workflow engine with git push triggers",""
"","","Create benchmark for kernel.EventBus Emit/Subscribe with 10k events in tests/bench/bench_eventbus_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","Bulk import/export env vars","","","passed","","","e41 - Deploy — Environment Variables UI","e41s02 - Admin UI — environment variables management page",""
"","","GET /health returns component status","","","passed","","","e14 - Monitoring — Metrics, Logs, Alerts, Health","e14s01 - Health endpoint, structured logs, metrics dashboard",""
"","","Final verification — full preflight green including coverage","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Wire the streaming endpoint into the deployment lifecycle — start buffering logs at building state","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s01 - Real-time log streaming — WebSocket endpoint for build logs",""
"","","Defense-in-depth in handleSQL (~455): if role from context != admin, return 403 before parsing the query. (api reads role via the bridge-injected value or an exported accessor; do NOT trust client.)
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s03 - Restrict /api/sql to admin and scope to caller's org",""
"","","In auth.Middleware (~290) add ctx = WithValue(ctx, ctxOrgID, claims.OrgID), and export auth.OrgIDFromContext(ctx)(int64,bool). Add ctxOrgID contextKey.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Add bigbase init command that detects framework and writes bigbase.yaml","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s02 - bigbase init CLI — generate default manifest for detected framework",""
"","","DB component hooks — resolve database by project context","","","skipped","","","e57 - Architecture — Project Scoping (DB + Auth + Sites container)","e57s02 - Database isolation — per-project SQLite files and Postgres schemas",""
"","","Sessions and OAuth config — scoped to project","","","skipped","","","e57 - Architecture — Project Scoping (DB + Auth + Sites container)","e57s03 - Auth namespacing — project-scoped users, JWT keys, and sessions",""
"","","Add 'Manifest' tab to SiteDetailPage showing current bigbase.yaml content","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s03 - Admin UI — view and edit bigbase.yaml from site settings",""
"","","TransitionState() method — validated transition + DB persistence + lenient mode","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
