"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","Inject `env` object into jsRuntime — read-only snapshot of Function.Env key-value pairs","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Admin UI — health check status on deployment detail page","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s02 - Health check failure handling and reporting",""
"","","Inject `fetch(url, options)` into jsRuntime — GET/POST/PUT/DELETE with allowlist and per-request timeout","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Create secrets table with encryption-at-rest","","","skipped","","","e47 - Deploy — Secrets Management","e47s01 - Encrypted secrets storage and API",""
"","","Add TransitionState() method to Deploy — validated transition + DB persistence + lenient mode","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","Register in kernel — component discovery + lifecycle hooks","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Add 'Manifest' tab to SiteDetailPage showing current bigbase.yaml content","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s03 - Admin UI — view and edit bigbase.yaml from site settings",""
"","","Add health check configuration to deployment lifecycle","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s01 - Configurable health check endpoint probing",""
"","","Implement WebhookProvider — POST JSON payload to a configured URL, respecting Provider interface","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","go run . serve starts the server","","","passed","","","e01 - CLI — BigBase Breathes","e01s01 - CLI binary with version and help commands",""
"","","POST /api/functions creates JS function","","","passed","","","e10 - Functions — Serverless JS Runtime","e10s01 - JavaScript function CRUD and execution via goja",""
"","","Existing safety-net tests unaffected — runner.go adds interface types only, no Deploy struct modifications","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s01 - Runner/Instance/Spec seam + FakeRunner; existing fleet tests stay green",""
"","","Admin UI — preview environment management","","","skipped","","","e51 - Deploy — Preview Environments","e51s02 - Preview lifecycle management",""
"","","Type system with validation and indexing","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s01 - Schema definition CRUD and storage",""
"","","Add --log-level flag to serve command (debug|info|warn|error) and wire into slog.JSONHandler level","","","passed","","","e24 - Wire Observability","e24s01 - Standardize structured logging",""
"","","Regression: valid non-admin token to GET /api/auth/users returns 403 and no user list; admin token still returns the list.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s04 - Gate GET /api/auth/users on admin role",""
"","","Wire E2E into preflight as optional lane (npm run test:e2e)","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","POST /api/git/repos creates bare repo","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","Install @playwright/test and configure playwright.config.ts with chromium only","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Ensure SvelteKit SSR start command works via GetStartCommand","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","CONVENTIONS.md and AGENTS.md present","","","passed","","","e16 - Developer Onboarding Journey","e16s01 - Onboarding flow: signup → create project → deploy sample",""
"","","Collection list and record browser","","","passed","","","e05 - Admin UI — Dashboard","e05s01 - SPA admin dashboard with collection browser",""
"","","Create contract test for /api/auth/register and /api/auth/login response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Register get_code_example tool — framework-specific integration snippets","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Set user role — promote/demote between admin and user from admin panel","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s01 - Admin User Management Dashboard",""
"","","Scope results to the caller's org: reject queries whose target tables carry an org_id column unless an org filter is enforced; simplest concrete form — wrap the user query as SELECT * FROM (<q>) WHERE org_id = ? when the result set exposes org_id, else allow only sqlite_master/PRAGMA introspection.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s03 - Restrict /api/sql to admin and scope to caller's org",""
"","","Apply CSP headers to proxied responses for deployment sites","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s01 - CSP header generation with per-site configuration",""
"","","Create contract test for /api/deploy GET and POST response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Inject env vars into build and runtime environments","","","skipped","","","e41 - Deploy — Environment Variables UI","e41s01 - Backend CRUD for site-scoped environment variables",""
"","","Define bigbase.yaml schema with fields for build_command, start_command, port, env, framework, publish_dir","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s01 - Manifest parsing — detect bigbase.yaml in repo root, extract config",""
"","","Add ?filter= operator support: eq (default), gt, gte, lt, lte, ne, like","","","passed","","","e30 - Backend for Bots & Integrations","e30s03 - Collections API — filter and sort",""
"","","Create collection_schemas table and API for schema CRUD","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s01 - Schema definition CRUD and storage",""
"","","components/deploy/runner.go — Spec struct (DeployID, Host, Port, Dir, AppType, Env, StartCmd); Instance interface (Wait/Stop/Health); Runner interface (Spawn); Clock interface (Now/Sleep)","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s01 - Runner/Instance/Spec seam + FakeRunner; existing fleet tests stay green",""
"","","Add --db-driver and --db-dsn flags; db.New selects driver","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s03 - Config-based driver selection",""
"","","POST /api/scaffold/db, repo, function endpoints","","","passed","","","e22 - Developer Experience","e22s02 - 1-click scaffolding API",""
"","","Configurable alert rules and admin UI configuration","","","passed","","","e25 - Hardware Monitoring","e25s05 - Alerting rules",""
"","","Table-driven isolation test in api: seed records for org A and org B; assert a ctx with org A's id cannot list/get/update/delete org B's record (list excludes them, get/update/delete return 403/404).
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","POST /api/deploy creates deployment from repo","","","passed","","","e13 - Deploy — Build & Run Web Apps","e13s01 - Web app build and deployment from git repos",""
"","","GET /api/forge/issues lists with filters","","","passed","","","e08 - Forge — Issues, Labels, Kanban, Wiki","e08s01 - Issue tracker with labels, kanban board, wiki",""
"","","Auto-deploy previews on git push to non-main branches","","","skipped","","","e51 - Deploy — Preview Environments","e51s01 - Branch-based preview deployments",""
"","","Invite by email with roles and accept-invite flow","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s02 - Team membership and invitations",""
"","","GET /api/orgs/:id/usage with admin UI charts","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s05 - Usage tracking per org",""
"","","Add 'Domains' tab to SiteDetailPage","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s03 - Admin UI — custom domain management",""
"","","GET /api/monitoring/metrics/stream SSE every 5s","","","passed","","","e25 - Hardware Monitoring","e25s02 - Real-time metrics SSE",""
"","","Workflows execute on git push","","","passed","","","e09 - CI/CD — Pipelines & Workflows","e09s01 - Pipeline/workflow engine with git push triggers",""
"","","go run . version prints version string","","","passed","","","e01 - CLI — BigBase Breathes","e01s01 - CLI binary with version and help commands",""
"","","New file: components/deploy/state_machine.go — define DeploymentState type + stateMachine with valid transitions","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","GET /api/cici/runs lists pipeline history","","","passed","","","e09 - CI/CD — Pipelines & Workflows","e09s01 - Pipeline/workflow engine with git push triggers",""
"","","Audit log for secret access and changes","","","skipped","","","e47 - Deploy — Secrets Management","e47s02 - Secrets UI in admin panel",""
"","","Explicit Stop(grace) is distinguished from a crash — Supervisor does not respawn after an intentional stop","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s03 - Supervisor restart loop — crash → respawn; crash-loop → failed + de-register + event",""
"","","POST /api/messaging/email sends email","","","passed","","","e12 - Messaging — Email, SMS, Push","e12s01 - Email/SMS/Push endpoints with provider interface",""
"","","Integration test — full lifecycle + restart cycle","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","When deployment status is 'building', poll GET /api/deployments/:id/logs every 2s and append new lines; stop polling when status transitions to running/failed","","","passed","","","e26 - Site Build Logs UI","e26s02 - Live log streaming during active build",""
"","","Register deploy_site tool — trigger a deployment from a repo+branch","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","Report health check results in deployment logs and status","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s02 - Health check failure handling and reporting",""
"","","CPU/memory charts, disk gauge, network sparkline on MonitoringPage","","","passed","","","e25 - Hardware Monitoring","e25s03 - Monitoring page charts",""
"","","DetectAppType identifies Go/Node/Python/Static","","","passed","","","e13 - Deploy — Build & Run Web Apps","e13s01 - Web app build and deployment from git repos",""
"","","Create benchmark for storage.sanitizeFilename, storage.detectMIME in tests/bench/bench_storage_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","components/webhooks with retry and exponential backoff","","","passed","","","e20 - Platform Operations","e20s05 - Outbound webhook system",""
"","","Wire coverage gate (≥80%) into preflight as npm run preflight:coverage, exclude vendored ui/node_modules","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Implement stdio transport — local agent use via pipe","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Regression guard — existing dist/ detection still works","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","POST /api/sites/:id/domains with DNS TXT verification and TLS","","","passed","","","e20 - Platform Operations","e20s04 - Custom domains for Sites",""
"","","Invite friends UI — email input, role selector, org context; backend sends invite email","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s02 - Friend Invitation Flow — email invite, accept, onboard",""
"","","Add bigbase init command that detects framework and writes bigbase.yaml","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s02 - bigbase init CLI — generate default manifest for detected framework",""
"","","Implement HTTP/SSE transport — hosted at mcp.bigbase.click","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","POST /api/functions/:id/run executes function","","","passed","","","e10 - Functions — Serverless JS Runtime","e10s01 - JavaScript function CRUD and execution via goja",""
"","","Write tests for deploy.startApp (0% coverage) with mock server","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","In handleUsers (~523): read role via UserRoleFromContext; if != admin return 403 {\""error\"":\""forbidden\""} before querying. When org isolation is live, scope the SELECT to the caller's org.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s04 - Gate GET /api/auth/users on admin role",""
"","","git clone via SSH works","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","Update proxy routing to support dual-deployment during drain","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s02 - Proxy integration — smooth traffic migration",""
"","","Add per-site Content-Security-Policy header generation to the proxy","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s01 - CSP header generation with per-site configuration",""
"","","API-key path: in ResolveAPIKey flow set the resolved key's org_id into the same JWT-claims/context channel so programmatic access is equally scoped.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Add 'Request Logs' tab to SiteDetailPage with a filterable table showing method, path, status badge, duration, and timestamp; support filter by status class and path search","","","passed","","","e27 - Site Request Logs","e27s03 - Request logs tab on SiteDetailPage",""
"","","POST /api/auth/register creates user and returns JWT","","","passed","","","e04 - Auth — Register, Login, JWT","e04s01 - Email/password register and login with JWT",""
"","","X-Request-ID middleware in proxy: generate via crypto/rand hex, store in context, log as field","","","passed","","","e24 - Wire Observability","e24s02 - Distributed request ID",""
"","","Register webhook and telegram providers in main.go — configurable via CLI flags","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","Auto-cleanup previews on branch delete or merge","","","skipped","","","e51 - Deploy — Preview Environments","e51s02 - Preview lifecycle management",""
"","","CSP Report-URI / Report-To integration","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s02 - Admin UI — CSP policy builder",""
"","","Add POST /api/messaging/telegram endpoint — accepts {chat_id, text, parse_mode} and routes through WebhookProvider","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","GitHub Actions matrix for SQLite and PostgreSQL","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s04 - Dual-driver CI matrix",""
"","","Register get_deploy_logs tool — stream or fetch build logs","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","Extract shared DBer interface into kernel/dber.go","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s01 - Extract shared DBer interface",""
"","","Create custom_domains table and CRUD API","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s01 - Custom domain mapping and verification",""
"","","Add preview deployment creation by branch","","","skipped","","","e51 - Deploy — Preview Environments","e51s01 - Branch-based preview deployments",""
"","","Write tests for git.deleteRepo (0%), git.handlePush (0%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Scaffold components/mcp/ — Go module using github.com/modelcontextprotocol/go-sdk (matching github-mcp-server pattern)","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Track active connections per deployment instance","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","GET /api/storage/:id/download serves file","","","passed","","","e06 - Storage + Appwrite Look & Feel","e06s01 - File upload/download/delete with MIME detection",""
"","","Three sample repos and POST /api/samples/:name/deploy","","","passed","","","e22 - Developer Experience","e22s04 - Sample apps with deploy buttons",""
"","","In main.go add a small bridge middleware orgBridge(next) that reads auth.OrgIDFromContext and, when present, wraps ctx with api.WithOrgID; apply it to protectedAPI only (/api/collections/, /api/sql). Reason for depth: the bridge is the one allowed seam between two packages' private context keys.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Crash-loop trip: status→failed, UnregisterDeploymentHost(host), emit deploy.crash_looped with remediation hint","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s03 - Supervisor restart loop — crash → respawn; crash-loop → failed + de-register + event",""
"","","Create site_env_vars table and CRUD API","","","skipped","","","e41 - Deploy — Environment Variables UI","e41s01 - Backend CRUD for site-scoped environment variables",""
"","","Add 'Secrets' tab to SiteDetailPage alongside 'Environment Variables'","","","skipped","","","e47 - Deploy — Secrets Management","e47s02 - Secrets UI in admin panel",""
"","","Pending invites list — resend, revoke from admin panel","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s02 - Friend Invitation Flow — email invite, accept, onboard",""
"","","Register get_service_docs tool — detailed documentation for a specific service","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Write E2E sites test — list sites, navigate to create flow","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Add fuzz target for deploy.SiteSlug in tests/bench/fuzz_deploy_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s05 - Race detection and fuzz targets",""
"","","End-to-end onboarding journey verified","","","passed","","","e16 - Developer Onboarding Journey","e16s01 - Onboarding flow: signup → create project → deploy sample",""
"","","Admin UI: add filter/sort inputs to collection list view","","","passed","","","e30 - Backend for Bots & Integrations","e30s03 - Collections API — filter and sort",""
"","","Register deploy_guide tool — step-by-step deployment workflow for agents","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","Create benchmark for auth.hashPassword, auth.verifyJWT in tests/bench/bench_auth_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","Per-site usage metrics","","","skipped","","","e49 - Admin — Usage Dashboard","e49s01 - Usage metrics aggregation backend",""
"","","Add helpers signState(state, secret) and verifyState(value, secret) using hmac/SHA256 over the random state, encoding as ""state.hex(mac)"". Reason for depth: HMAC binds the cookie to the server secret so it can't be forged; two tiny funcs, no new type.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","Final verification — full preflight green including coverage","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","POST /api/auth/login returns JWT","","","passed","","","e04 - Auth — Register, Login, JWT","e04s01 - Email/password register and login with JWT",""
"","","Register list_repos tool — list git repos available for deployment","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","GET /api/monitoring/processes for BigBase and child processes","","","passed","","","e25 - Hardware Monitoring","e25s04 - Process-level monitoring",""
"","","Field editor with drag-and-drop reordering","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s02 - Visual schema editor in admin UI",""
"","","Event bus mutations broadcast to subscribers","","","passed","","","e11 - Realtime — WebSocket & Event Broadcast","e11s01 - WebSocket subscriptions with mutation event broadcasting",""
"","","Integrate ACME client for automatic certificate provisioning","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s02 - Auto SSL via Let's Encrypt (ACME)",""
"","","Inject `db` binding — `db.collection(name).create(data)`, `.list()`, `.get(id)`, `.update(id, data)`, `.delete(id)` — reusing api component DBer","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Forgot-password and reset-password with 1-hour token","","","passed","","","e19 - Security Hardening","e19s03 - Password reset flow",""
"","","Derive cache key from repo + branch + lockfile hash (package-lock.json, yarn.lock, go.sum)","","","skipped","","","e42 - Deploy — Build Cache","e42s01 - Cache key derivation and storage",""
"","","Create contract test for /api/monitoring/health response shape","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Admin overview widget — total users, active this week, pending invites, deployments total","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s01 - Admin User Management Dashboard",""
"","","Write tests for kernel.eventbus.Emit (0%), kernel.eventbus.Subscribe (44%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Add server instructions — teach the agent how to use the MCP effectively","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","components/deploy/supervisor_fakes_test.go (package deploy) — FakeInstance(waitErr error, stopCh); FakeRunner(queue []*FakeInstance) Spawn pops next; FakeClock(Sleeps []time.Duration); TestFakeRunnerSpawnsScriptedInstances drives [crash,crash,ok] sequence","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s01 - Runner/Instance/Spec seam + FakeRunner; existing fleet tests stay green",""
"","","Add default org migration for existing users (backfill); wire org routes in main.go proxy registration","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","Rollback history timeline on site detail page","","","skipped","","","e44 - Deploy — One-Click Rollback","e44s02 - Admin UI — rollback button and history",""
"","","POST /api/collections/:name creates records","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","Org-scoped API keys via X-API-Key header","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s04 - API key management",""
"","","bigbase backup/restore CLI and POST /api/backup, /api/restore","","","passed","","","e20 - Platform Operations","e20s01 - Backup and restore CLI and API",""
"","","/api/sql endpoint for raw queries","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","Register sends verification email; verify-email endpoint","","","passed","","","e19 - Security Hardening","e19s02 - Email verification flow",""
"","","POST /api/storage/upload accepts multipart file","","","passed","","","e06 - Storage + Appwrite Look & Feel","e06s01 - File upload/download/delete with MIME detection",""
"","","Proxy routing for custom domains — map domain to site deployment","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s01 - Custom domain mapping and verification",""
"","","In auth.Middleware (~290) add ctx = WithValue(ctx, ctxOrgID, claims.OrgID), and export auth.OrgIDFromContext(ctx)(int64,bool). Add ctxOrgID contextKey.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Integrate manifest into deploy flow — check bigbase.yaml before falling back to auto-detection","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s01 - Manifest parsing — detect bigbase.yaml in repo root, extract config",""
"","","Inject secrets into build and runtime environments","","","skipped","","","e47 - Deploy — Secrets Management","e47s01 - Encrypted secrets storage and API",""
"","","db.Migrate with up/down, version tracking, rollback","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s05 - Versioned migration system",""
"","","Inline YAML editor with validation and save","","","passed","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s03 - Admin UI — view and edit bigbase.yaml from site settings",""
"","","resumeCandidates builds Specs from running rows and calls Supervisor.Run; host guaranteed registered on resume","","","passed","","","e53 - Deploy — Process Supervisor (Runner/Instance seam)","e53s04 - Unify boot paths — triggerDeploy and resume both funnel through Supervisor.Run(spec)",""
"","","Integrate drain into deployment lifecycle","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","org_id scoping on all resources; cross-org returns 403","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s03 - Resource isolation",""
"","","Add CRUD HTTP handlers: POST /api/orgs, GET /api/orgs, GET /api/orgs/{id}, PATCH /api/orgs/{id}, DELETE /api/orgs/{id} — only owner can update/delete","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","GET / renders landing page","","","passed","","","e02 - Proxy + Landing Page","e02s01 - HTTP proxy with routing and landing page",""
"","","Create benchmark for deploy.DetectAppType, deploy.GetStartCommand in tests/bench/bench_deploy_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","First-user bootstrap — first user auto-admin, subsequent users default to user role","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s03 - Role Switching — enter as admin or user, per-user workspaces",""
"","","Wire the streaming endpoint into the deployment lifecycle — start buffering logs at 'building' state","","","passed","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s01 - Real-time log streaming — WebSocket endpoint for build logs",""
"","","Create site_request_logs table in SQLite; write one row per proxied HTTP request with site_id, method, path, status, duration_ms, timestamp; auto-prune rows older than 7 days","","","passed","","","e27 - Site Request Logs","e27s01 - Request log schema and storage",""
"","","Accept invite page — token validation, register or login, auto-join org","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s02 - Friend Invitation Flow — email invite, accept, onboard",""
"","","Add 'Schema Designer' page to admin dashboard","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s02 - Visual schema editor in admin UI",""
"","","Add status polling + state history timeline to admin UI","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
