"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","When deployment status is 'building', poll GET /api/deployments/:id/logs every 2s and append new lines; stop polling when status transitions to running/failed","","","passed","","","e26 - Site Build Logs UI","e26s02 - Live log streaming during active build",""
"","","Admin UI — show drain status on deployment detail","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s02 - Proxy integration — smooth traffic migration",""
"","","In main.go add a small bridge middleware orgBridge(next) that reads auth.OrgIDFromContext and, when present, wraps ctx with api.WithOrgID; apply it to protectedAPI only (/api/collections/, /api/sql). Reason for depth: the bridge is the one allowed seam between two packages' private context keys.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Create contract test for /api/monitoring/health response shape","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Write tests for git.deleteRepo (0%), git.handlePush (0%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Provider interface supports pluggable backends","","","passed","","","e12 - Messaging — Email, SMS, Push","e12s01 - Email/SMS/Push endpoints with provider interface",""
"","","API-key path: in ResolveAPIKey flow set the resolved key's org_id into the same JWT-claims/context channel so programmatic access is equally scoped.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","CONVENTIONS.md and AGENTS.md present","","","passed","","","e16 - Developer Onboarding Journey","e16s01 - Onboarding flow: signup → create project → deploy sample",""
"","","SSL certificate status dashboard","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s03 - Admin UI — custom domain management",""
"","","Create benchmark for storage.sanitizeFilename, storage.detectMIME in tests/bench/bench_storage_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","Integrate health check into state machine — passes before transitioning to 'live'","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s01 - Configurable health check endpoint probing",""
"","","Track active connections per deployment instance","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","Add Organization struct + DB operations (CreateOrg, GetOrg, ListOrgs, UpdateOrg, DeleteOrg) with slug uniqueness and owner validation","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","Write E2E smoke test — server health check returns 200","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","/api/sql endpoint for raw queries","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","Invite friends UI — email input, role selector, org context; backend sends invite email","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s02 - Friend Invitation Flow — email invite, accept, onboard",""
"","","Per-site usage metrics","","","skipped","","","e49 - Admin — Usage Dashboard","e49s01 - Usage metrics aggregation backend",""
"","","Auto-deploy previews on git push to non-main branches","","","skipped","","","e51 - Deploy — Preview Environments","e51s01 - Branch-based preview deployments",""
"","","Create contract test for /api/deploy GET and POST response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","Rollback history timeline on site detail page","","","skipped","","","e44 - Deploy — One-Click Rollback","e44s02 - Admin UI — rollback button and history",""
"","","Add per-site Content-Security-Policy header generation to the proxy","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s01 - CSP header generation with per-site configuration",""
"","","POST /api/storage/upload accepts multipart file","","","passed","","","e06 - Storage + Appwrite Look & Feel","e06s01 - File upload/download/delete with MIME detection",""
"","","GET /api/monitoring/metrics/stream SSE every 5s","","","passed","","","e25 - Hardware Monitoring","e25s02 - Real-time metrics SSE",""
"","","Add ?filter= operator support: eq (default), gt, gte, lt, lte, ne, like","","","passed","","","e30 - Backend for Bots & Integrations","e30s03 - Collections API — filter and sort",""
"","","Auto-cleanup previews on branch delete or merge","","","skipped","","","e51 - Deploy — Preview Environments","e51s02 - Preview lifecycle management",""
"","","Final verification — full preflight green including coverage","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Add --manifest flag to deploy command to use a specific manifest path","","","skipped","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s02 - bigbase init CLI — generate default manifest for detected framework",""
"","","Pass request context (body, headers, query, method) into functions with trigger=http when invoked via POST /api/functions/:id/run","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Install @playwright/test and configure playwright.config.ts with chromium only","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Add 'Environment Variables' tab to SiteDetailPage","","","skipped","","","e41 - Deploy — Environment Variables UI","e41s02 - Admin UI — environment variables management page",""
"","","On the success path, clear the oauth_state cookie (MaxAge=-1) right before setting the token cookie.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","POST /api/auth/login returns JWT","","","passed","","","e04 - Auth — Register, Login, JWT","e04s01 - Email/password register and login with JWT",""
"","","Admin UI: add filter/sort inputs to collection list view","","","passed","","","e30 - Backend for Bots & Integrations","e30s03 - Collections API — filter and sort",""
"","","Define bigbase.yaml schema with fields for build_command, start_command, port, env, framework, publish_dir","","","skipped","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s01 - Manifest parsing — detect bigbase.yaml in repo root, extract config",""
"","","Add bigbase init command that detects framework and writes bigbase.yaml","","","skipped","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s02 - bigbase init CLI — generate default manifest for detected framework",""
"","","Inject secrets into build and runtime environments","","","skipped","","","e47 - Deploy — Secrets Management","e47s01 - Encrypted secrets storage and API",""
"","","Add --db-driver and --db-dsn flags; db.New selects driver","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s03 - Config-based driver selection",""
"","","In startApp(), capture cmd.Stdout and cmd.Stderr into ring buffers per site; expose last 200 lines via GET /api/sites/:id/runtime-logs; show in SiteDetailPage under a 'Runtime' sub-tab","","","passed","","","e27 - Site Request Logs","e27s04 - Capture stdout/stderr from running sites",""
"","","POST /api/forge/issues creates issue","","","passed","","","e08 - Forge — Issues, Labels, Kanban, Wiki","e08s01 - Issue tracker with labels, kanban board, wiki",""
"","","Add POST /api/messaging/telegram endpoint — accepts {chat_id, text, parse_mode} and routes through WebhookProvider","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","Add POST /api/sites/:id/rollback endpoint","","","skipped","","","e44 - Deploy — One-Click Rollback","e44s01 - Backend — rollback to previous successful deployment",""
"","","Add 'Usage' page to admin dashboard","","","skipped","","","e49 - Admin — Usage Dashboard","e49s02 - Usage dashboard UI",""
"","","Add concurrent eventbus emit+subscribe race test in kernel/eventbus_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s05 - Race detection and fuzz targets",""
"","","GET /api/orgs/:id/usage with admin UI charts","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s05 - Usage tracking per org",""
"","","GitHub App OAuth flow for repo access","","","passed","","","e15 - Sites — Deploy from GitHub Journey","e15s01 - GitHub App auth, repo listing, one-click deploy",""
"","","Add 'Schema Designer' page to admin dashboard","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s02 - Visual schema editor in admin UI",""
"","","In handleGoogleOAuth (~599): after generateID(), set cookie oauth_state = signState(state, a.secret) with HttpOnly, Path=/, SameSite=Lax, Secure=(r.TLS!=nil), MaxAge=600; keep sending the raw state in the Google URL.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","GET /api/monitoring/events SSE and","","","passed","","","e22 - Developer Experience","e22s03 - Event Bus visualizer",""
"","","Token-bucket rate limiter per IP and per user","","","passed","","","e19 - Security Hardening","e19s01 - Rate limiting middleware",""
"","","go run . serve starts the server","","","passed","","","e01 - CLI — BigBase Breathes","e01s01 - CLI binary with version and help commands",""
"","","In handleUsers (~523): read role via UserRoleFromContext; if != admin return 403 {\""error\"":\""forbidden\""} before querying. When org isolation is live, scope the SELECT to the caller's org.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s04 - Gate GET /api/auth/users on admin role",""
"","","Regression: valid non-admin token to GET /api/auth/users returns 403 and no user list; admin token still returns the list.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s04 - Gate GET /api/auth/users on admin role",""
"","","Apply CSP headers to proxied responses for deployment sites","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s01 - CSP header generation with per-site configuration",""
"","","Wire coverage gate (≥80%) into preflight as npm run preflight:coverage, exclude vendored ui/node_modules","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Extract shared DBer interface into kernel/dber.go","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s01 - Extract shared DBer interface",""
"","","Add preview deployment creation by branch","","","skipped","","","e51 - Deploy — Preview Environments","e51s01 - Branch-based preview deployments",""
"","","Add default org migration for existing users (backfill); wire org routes in main.go proxy registration","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","Register in kernel — component discovery + lifecycle hooks","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Aggregate platform-wide usage metrics","","","skipped","","","e49 - Admin — Usage Dashboard","e49s01 - Usage metrics aggregation backend",""
"","","bigbase backup/restore CLI and POST /api/backup, /api/restore","","","passed","","","e20 - Platform Operations","e20s01 - Backup and restore CLI and API",""
"","","Register get_deploy_logs tool — stream or fetch build logs","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s03 - Deploy Workflow Tools — repo listing, deploy trigger, status, logs",""
"","","Add --log-level flag to serve command (debug|info|warn|error) and wire into slog.JSONHandler level","","","passed","","","e24 - Wire Observability","e24s01 - Standardize structured logging",""
"","","Pending invites list — resend, revoke from admin panel","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s02 - Friend Invitation Flow — email invite, accept, onboard",""
"","","Extend /health with per-component status map including name, version, running, deps, hooks for each","","","passed","","","e24 - Wire Observability","e24s03 - Per-component health",""
"","","Scaffold components/mcp/ — Go module using github.com/modelcontextprotocol/go-sdk (matching github-mcp-server pattern)","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Add orgs table migration in auth.Start() — CREATE TABLE IF NOT EXISTS orgs (id, name, slug UNIQUE, owner_id, created_at, updated_at); add default_org_id column to users; auto-create personal org on register","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","Add 'Secrets' tab to SiteDetailPage alongside 'Environment Variables'","","","skipped","","","e47 - Deploy — Secrets Management","e47s02 - Secrets UI in admin panel",""
"","","Type system with validation and indexing","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s01 - Schema definition CRUD and storage",""
"","","Add 'Domains' tab to SiteDetailPage","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s03 - Admin UI — custom domain management",""
"","","Create benchmark for deploy.DetectAppType, deploy.GetStartCommand in tests/bench/bench_deploy_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","Integrate ACME client for automatic certificate provisioning","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s02 - Auto SSL via Let's Encrypt (ACME)",""
"","","Forgot-password and reset-password with 1-hour token","","","passed","","","e19 - Security Hardening","e19s03 - Password reset flow",""
"","","Add fuzz target for auth.hashPassword in tests/bench/fuzz_auth_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s05 - Race detection and fuzz targets",""
"","","POST /api/git/repos creates bare repo","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","Configurable alert rules and admin UI configuration","","","passed","","","e25 - Hardware Monitoring","e25s05 - Alerting rules",""
"","","Derive cache key from repo + branch + lockfile hash (package-lock.json, yarn.lock, go.sum)","","","skipped","","","e42 - Deploy — Build Cache","e42s01 - Cache key derivation and storage",""
"","","Create contract test for /api/sites GET and POST response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","git clone via SSH works","","","passed","","","e07 - Git + Commercial Landing Page","e07s01 - Bare git repo management with SSH",""
"","","Ensure SvelteKit SSR start command works via GetStartCommand","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","Write tests for proxy.UnregisterDeploymentHost (0%), proxy.Stop (66%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Create collection_schemas table and API for schema CRUD","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s01 - Schema definition CRUD and storage",""
"","","POST /api/sites/:id/domains with DNS TXT verification and TLS","","","passed","","","e20 - Platform Operations","e20s04 - Custom domains for Sites",""
"","","GET /api/forge/issues lists with filters","","","passed","","","e08 - Forge — Issues, Labels, Kanban, Wiki","e08s01 - Issue tracker with labels, kanban board, wiki",""
"","","GET /api/sites/:id/logs — return paginated request logs for a site with optional filters: status (2xx/4xx/5xx), path prefix, date range, limit (default 100, max 500)","","","passed","","","e27 - Site Request Logs","e27s02 - Request logs API endpoint",""
"","","Add WebSocket streaming support to useBuildLogs hook","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s03 - Terminal-style live log viewer in admin UI",""
"","","Integrate manifest into deploy flow — check bigbase.yaml before falling back to auto-detection","","","skipped","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s01 - Manifest parsing — detect bigbase.yaml in repo root, extract config",""
"","","Workflows execute on git push","","","passed","","","e09 - CI/CD — Pipelines & Workflows","e09s01 - Pipeline/workflow engine with git push triggers",""
"","","Org-scoped API keys via X-API-Key header","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s04 - API key management",""
"","","POST /api/collections/:name creates records","","","passed","","","e03 - DB + Auto API","e03s01 - SQLite-backed auto CRUD collections API",""
"","","GET /api/monitoring/metrics/prometheus — manual text format, export bigbase_* counters/gauges","","","passed","","","e24 - Wire Observability","e24s04 - Prometheus metrics export",""
"","","Add TransitionState() method to Deploy — validated transition + DB persistence + lenient mode","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","Add build/ check in resumeCandidates for SvelteKit static resume","","","passed","","","e37 - SvelteKit Deployment — static (adapter-static) & SSR (adapter-node)","e37s01 - SvelteKit static and SSR deployment from git repos",""
"","","Global cache management in admin settings","","","skipped","","","e42 - Deploy — Build Cache","e42s02 - Admin UI — cache management",""
"","","User workspace — scoped repos and deployments per user/org","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s03 - Role Switching — enter as admin or user, per-user workspaces",""
"","","Add build_log TEXT column to deployments table; on deploy finish (success or fail), write the full log lines as newline-joined string; serve from DB when in-memory log is evicted","","","passed","","","e26 - Site Build Logs UI","e26s03 - Persist build logs to SQLite on completion",""
"","","Register get_service_docs tool — detailed documentation for a specific service","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Serve HTTPS for custom domains with provisioned certs","","","skipped","","","e46 - Infra — Custom Domains & Auto SSL","e46s02 - Auto SSL via Let's Encrypt (ACME)",""
"","","Add 'Request Logs' tab to SiteDetailPage with a filterable table showing method, path, status badge, duration, and timestamp; support filter by status class and path search","","","passed","","","e27 - Site Request Logs","e27s03 - Request logs tab on SiteDetailPage",""
"","","Implement HTTP/SSE transport — hosted at mcp.bigbase.click","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","Implement PostgreSQL driver in components/db/postgres.go","","","passed","","","e18 - Multi-DB Support (PostgreSQL)","e18s02 - PostgreSQL driver",""
"","","org_id scoping on all resources; cross-org returns 403","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s03 - Resource isolation",""
"","","Add 'Manifest' tab to SiteDetailPage showing current bigbase.yaml content","","","skipped","","","e40 - Deploy — App Manifest (bigbase.yaml)","e40s03 - Admin UI — view and edit bigbase.yaml from site settings",""
"","","Inject env vars into build and runtime environments","","","skipped","","","e41 - Deploy — Environment Variables UI","e41s01 - Backend CRUD for site-scoped environment variables",""
"","","POST /api/deploy creates deployment from repo","","","passed","","","e13 - Deploy — Build & Run Web Apps","e13s01 - Web app build and deployment from git repos",""
"","","End-to-end onboarding journey verified","","","passed","","","e16 - Developer Onboarding Journey","e16s01 - Onboarding flow: signup → create project → deploy sample",""
"","","Implement stdio transport — local agent use via pipe","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s01 - MCP Server Foundation — stdio + HTTP transport, tools registry",""
"","","ws:// endpoint subscribes to collection mutations","","","passed","","","e11 - Realtime — WebSocket & Event Broadcast","e11s01 - WebSocket subscriptions with mutation event broadcasting",""
"","","Admin UI — health check status on deployment detail page","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s02 - Health check failure handling and reporting",""
"","","Step-by-step tutorial on admin UI","","","passed","","","e22 - Developer Experience","e22s05 - Interactive tutorial overlay",""
"","","Deprecate old BuildLogs — remove export, clean up index","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s03 - Terminal-style live log viewer in admin UI",""
"","","Schedule loop: execute functions with trigger=schedule according to their schedule field (cron syntax via robfig/cron)","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Add CRUD HTTP handlers: POST /api/orgs, GET /api/orgs, GET /api/orgs/{id}, PATCH /api/orgs/{id}, DELETE /api/orgs/{id} — only owner can update/delete","","","passed","","","e23 - Multi-Tenancy and Organizations","e23s01 - Organization CRUD",""
"","","Admin UI page — list all users with org, role, last login, deployment count","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s01 - Admin User Management Dashboard",""
"","","DetectAppType identifies Go/Node/Python/Static","","","passed","","","e13 - Deploy — Build & Run Web Apps","e13s01 - Web app build and deployment from git repos",""
"","","go run . version prints version string","","","passed","","","e01 - CLI — BigBase Breathes","e01s01 - CLI binary with version and help commands",""
"","","POST /api/messaging/email sends email","","","passed","","","e12 - Messaging — Email, SMS, Push","e12s01 - Email/SMS/Push endpoints with provider interface",""
"","","Add allowlist config for fetch hosts — default deny-all, configurable via Function.Env or global config","","","passed","","","e30 - Backend for Bots & Integrations","e30s01 - Functions Runtime — fetch, db, request context, env, schedule",""
"","","Implement WebhookProvider — POST JSON payload to a configured URL, respecting Provider interface","","","passed","","","e30 - Backend for Bots & Integrations","e30s02 - Webhook/Telegram Messaging Provider",""
"","","Register sends verification email; verify-email endpoint","","","passed","","","e19 - Security Hardening","e19s02 - Email verification flow",""
"","","Write E2E sites test — list sites, navigate to create flow","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
"","","Create TerminalLogViewer and replace BuildLogs in SiteDetailPage","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s03 - Terminal-style live log viewer in admin UI",""
"","","Write tests for kernel.eventbus.Emit (0%), kernel.eventbus.Subscribe (44%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Fail closed: in auth.Middleware, if claims.OrgID == 0 return 403 {\""error\"":\""no organization\""} (after email-verify check). Existing tokens without org are forced to re-auth.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s02 - Wire org-ID into request context (activate dead multi-tenant isolation)",""
"","","Emit deploy.state_changed events on kernel event bus","","","skipped","","","e39 - Deploy — Streaming Build Logs & State Machine","e39s02 - Deployment state machine — pending -> building -> deploying -> running/failed",""
"","","GET /api/cici/runs lists pipeline history","","","passed","","","e09 - CI/CD — Pipelines & Workflows","e09s01 - Pipeline/workflow engine with git push triggers",""
"","","Add fuzz target for storage.sanitizeFilename in tests/bench/fuzz_storage_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s05 - Race detection and fuzz targets",""
"","","Add health check configuration to deployment lifecycle","","","skipped","","","e43 - Deploy — Semantic Health Check","e43s01 - Configurable health check endpoint probing",""
"","","Write tests for deploy.buildApp (44%), deploy.cloneAndCheckout (54%), deploy.appendDeployLogBlock (0%), deploy.deleteDeployLogs (0%)","","","passed","","","e21 - Testing and Quality Hardening","e21s04 - Coverage gates",""
"","","Integrate drain into deployment lifecycle","","","skipped","","","e45 - Deploy — Zero-Downtime Drain","e45s01 - Graceful connection draining on deployment switchover",""
"","","POST /api/scaffold/db, repo, function endpoints","","","passed","","","e22 - Developer Experience","e22s02 - 1-click scaffolding API",""
"","","CSP, HSTS, X-Frame-Options, X-Content-Type-Options, Referrer-Policy","","","passed","","","e19 - Security Hardening","e19s05 - Security headers middleware",""
"","","Register get_code_example tool — framework-specific integration snippets","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Admin ↔ User view toggle — switch perspective in UI without re-login","","","skipped","","","e52 - Multi-User Platform — Admin panel, role switching, friend invites","e52s03 - Role Switching — enter as admin or user, per-user workspaces",""
"","","POST /api/sites creates site from GitHub repo","","","passed","","","e15 - Sites — Deploy from GitHub Journey","e15s01 - GitHub App auth, repo listing, one-click deploy",""
"","","Restore cache at build start, save at build end","","","skipped","","","e42 - Deploy — Build Cache","e42s01 - Cache key derivation and storage",""
"","","Confirm go test -race passes for entire project","","","passed","","","e21 - Testing and Quality Hardening","e21s05 - Race detection and fuzz targets",""
"","","Field editor with drag-and-drop reordering","","","skipped","","","e50 - Admin — Collection Schema Designer","e50s02 - Visual schema editor in admin UI",""
"","","Add helpers signState(state, secret) and verifyState(value, secret) using hmac/SHA256 over the random state, encoding as ""state.hex(mac)"". Reason for depth: HMAC binds the cookie to the server secret so it can't be forged; two tiny funcs, no new type.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","In handleGoogleCallback (~616): read query state and the oauth_state cookie; if cookie missing OR verifyState fails OR decoded state != query state, return 400 {\""error\"":\""invalid state\""} BEFORE calling verifier.Verify.
","","","passed","","","e29 - Security Vulnerability Fixes (2026-06 audit)","e29s01 - Fix OAuth state CSRF — validate state in Google callback",""
"","","Disk, network I/O, load in MetricsCollector","","","passed","","","e25 - Hardware Monitoring","e25s01 - Host metrics collection",""
"","","GET /health returns component status","","","passed","","","e14 - Monitoring — Metrics, Logs, Alerts, Health","e14s01 - Health endpoint, structured logs, metrics dashboard",""
"","","Register list_services tool — return catalog of BigBase services with capabilities and status","","","passed","","","e38 - MCP Server — Agent-Native Platform Education","e38s02 - Platform Knowledge Tools — service catalog, docs, code examples",""
"","","Add 'Security Headers' section to site settings","","","skipped","","","e48 - Proxy — Configurable CSP Headers","e48s02 - Admin UI — CSP policy builder",""
"","","Create benchmark for auth.hashPassword, auth.verifyJWT in tests/bench/bench_auth_test.go","","","passed","","","e21 - Testing and Quality Hardening","e21s03 - Performance benchmarks",""
"","","Create contract test for /api/auth/register and /api/auth/login response shapes","","","passed","","","e21 - Testing and Quality Hardening","e21s02 - API contract tests",""
"","","POST /api/functions/:id/run executes function","","","passed","","","e10 - Functions — Serverless JS Runtime","e10s01 - JavaScript function CRUD and execution via goja",""
"","","Write E2E login flow test — register user, login, verify JWT cookie","","","passed","","","e21 - Testing and Quality Hardening","e21s01 - Playwright E2E suite",""
